EQID,"EQNAME",YYYY,MN,DD,HH,MM,SEC,LAT,LON,DEPTH,MAG,DELTA_GMT,LOC_HH,"LOC_DOW","ISO_COUNTRY","ISO_CODE",ISO_DIST,PAGER_REG,SHAKE_DEATHS,SD_FLAG,GROWTH,SHAKEMAP_UNCERT,"SHAKEMAP_GMPE",U010,U020,U030,U040,U050,U060,U070,U080,U090,U100,R010,R020,R030,R040,R050,R060,R070,R080,R090,R100,MAXMMI
198603271158,,1986,03,27,11,58,18,-14.466,-177.936,14.2,5.9,12,23,Thu,WALLIS AND FUTUNA,WF,0.12369,4,NaN,NaN,,1.0308,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,13175,570,1815,465,0,0,0,7
198603311155,,1986,03,31,11,55,41,37.526,-121.585,6.4,5.6,-8,3,Mon,UNITED STATES,US,0,1,0,NaN,0.0091,1.0251,Regression::BJF97,0,0,0,5339429,4423668,47000,0,0,0,0,0,0,0,393999,82889,951,117,0,0,0,7
198604100221,,1986,04,10,02,21,15,-0.938,126.797,35,6.1,9,11,Thu,INDONESIA,ID,0.39123,4,NaN,NaN,0.0141,1.0031,Regression::Youngs97_intraslab,0,565788,5610,0,0,0,0,0,0,0,0,998070,795542,127717,34316,4917,0,0,0,0,6
198604140025,,1986,04,14,00,25,15,-13.919,166.887,40.6,6.3,11,11,Mon,VANUATU,VU,0.50774,4,NaN,NaN,0.0149,NaN,Regression::Youngs97_intraslab,0,0,0,5304,0,0,0,0,0,0,0,0,42128,35200,5091,4237,0,0,0,0,6
198604161252,,1986,04,16,12,52,19,43.945,147.497,37.5,6.3,10,22,Wed,[no sovereignty shown; use disclaimer],XX,0.58266,3,NaN,NaN,0,1.0051,Regression::Youngs97_intraslab,0,0,8572,59923,0,0,0,0,0,0,0,0,24692,54613,4824,2642,0,0,0,0,6
198604200703,,1986,04,20,07,03,32,-2.407,139.354,30.5,6.7,9,16,Sun,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.022,Regression::Youngs97_intraslab,0,0,0,0,40327,0,0,0,0,0,0,1071,296051,481264,192324,57179,48115,9118,0,0,8
198604220733,,1986,04,22,07,33,45,-26.368,27.254,5,4.7,2,9,Tue,SOUTH AFRICA,ZA,0,3,NaN,NaN,0.0042,NaN,Regression::AB06_ENA_BC_nosite,0,8443997,570076,18266,168292,0,0,0,0,0,0,1245283,116107,28880,5999,0,0,0,0,0,5
198604260735,"Dharmsala, India",1986,04,26,07,35,14,32.118,76.397,10.2,5.5,5.5,12.5,Sat,INDIA,IN,0,5,6,NaN,0.0138,NaN,Regression::BJF97,0,0,5917238,4594342,80541,49584,0,0,0,0,0,0,8001003,7948492,539471,72320,0,0,0,0,6
198604300707,"Michoacan, Mexico",1986,04,30,07,07,18,18.371,-103.001,22.8,6.9,-6,1,Wed,MEXICO,MX,0,3,NaN,NaN,0.0116,1.0408,Regression::Youngs97_intraslab,0,0,3422053,6562812,934594,365574,12136,0,0,0,0,0,1155147,1862867,334811,102276,49790,9291,0,0,8
198605020318,,1986,05,02,03,18,36,28.004,53.307,15,5.5,3.5,6.5,Fri,IRAN; ISLAMIC REPUBLIC OF,IR,0,5,NaN,NaN,0.011,1.0208,Regression::BJF97,0,0,0,1750867,0,0,0,0,0,0,0,0,0,689763,336479,9530,1468,0,0,0,7
198605021845,,1986,05,02,18,45,11,-5.285,24.858,1.5,4.9,2,20,Fri,CONGO; THE DEMOCRATIC REPUBLIC OF THE,CD,0,4,NaN,NaN,0.0307,NaN,Regression::AB06_ENA_BC_nosite,0,494912,5468,0,0,0,0,0,0,0,0,992672,223596,30586,14056,599,0,0,0,0,6
198605050335,"Golbasi, Turkey",1986,05,05,03,35,40,37.996,37.774,4.7,6.0,2,5,Mon,TURKEY,TR,0,3,15,NaN,0.0106,1.041,Regression::BJF97,0,0,0,766475,782665,2443,4295,0,0,0,0,0,0,339165,668704,57624,13989,3367,0,0,8
198605050546,,1986,05,05,05,46,36,18.108,-102.651,19.7,5.9,-6,23,Sun,MEXICO,MX,0,3,NaN,NaN,0.0116,1.0368,Regression::BJF97,0,0,0,2192865,232839,3658,0,0,0,0,0,0,0,899677,133881,4562,3131,301,0,0,8
198605091623,,1986,05,09,16,23,49,-17.148,-65.637,7.1,5.9,-4,12,Fri,BOLIVIA,BO,0,4,NaN,NaN,0.0145,1.0375,Regression::BJF97,0,0,0,229074,710227,0,0,0,0,0,0,0,0,664464,293169,23280,1525,82,0,0,7
198605130844,,1986,05,13,08,44,03,41.406,43.704,10,5.7,4,12,Tue,GEORGIA,GE,0,3,2,NaN,-0.0034,1.0285,Regression::BJF97,0,0,0,4182699,268256,0,0,0,0,0,0,0,0,2364227,361702,62312,7057,1583,0,0,8
198605200525,"Hualien, Taiwan",1986,05,20,05,25,47,24.145,121.643,15.8,6.2,8,13,Tue,TAIWAN; PROVINCE OF CHINA,TW,0,2,1,NaN,0.0061,0.99533,Regression::BJF97,0,0,0,0,17287049,2083875,18806,11894,10966,188328,0,0,0,0,788653,77575,10410,4551,1140,13815,9
198605200537,,1986,05,20,05,37,31,24.114,121.651,30,5.5,8,13,Tue,TAIWAN; PROVINCE OF CHINA,TW,0.007047,2,NaN,NaN,0.0061,1.0016,Regression::Youngs97_intraslab,0,171173,5483433,13251640,488623,24387,186994,0,0,0,0,110460,354108,367469,28642,8507,14432,0,0,0,7
198605221925,,1986,05,22,19,25,43,32.589,121.584,33,4.6,8,3,Fri,CHINA,CN,0.29756,5,NaN,NaN,0.0059,NaN,Regression::AB06_ENA_BC_nosite,0,3130870,137614,0,0,0,0,0,0,0,0,11575563,409638,0,0,0,0,0,0,0,3
198605300802,,1986,05,30,08,02,38,-10.840,162.518,32,5.6,11,19,Fri,SOLOMON ISLANDS,SB,0.029143,4,NaN,NaN,0.0042,1.0016,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,39076,54792,20161,7765,3947,3777,0,0,0,7
198606030054,,1986,06,03,00,54,43,-5.585,151.814,43.5,5.7,10,10,Tue,PAPUA NEW GUINEA,PG,0.000584,4,NaN,NaN,0.0221,1.0018,Regression::Youngs97_intraslab,0,0,22924,13972,0,0,0,0,0,0,0,2157,69857,139827,7590,5331,73,0,0,0,6
198606061039,"Golbasi, Turkey",1986,06,06,10,39,50,38.008,37.910,22.4,5.8,2,12,Fri,TURKEY,TR,0,3,1,NaN,0.0106,1.0008,Regression::Youngs97_intraslab,0,0,831413,2122885,550224,201478,4528,0,0,0,0,0,750951,1254226,479481,195862,81448,0,0,0,7
198606110259,,1986,06,11,02,58,59,-2.040,139.246,0.6,5.8,9,11,Wed,INDONESIA,ID,0.026325,4,NaN,NaN,0.0141,1.0286,Regression::BJF97,0,0,0,40408,0,0,0,0,0,0,0,0,10489,428955,60859,7387,2376,170,0,0,8
198606111348,,1986,06,11,13,48,02,10.575,-62.912,14.6,6.2,-4,9,Wed,VENEZUELA,VE,0,4,2,NaN,0.0138,1.0572,Regression::BJF97,0,0,0,3179754,454168,83266,921,6251,248,0,0,0,788,775154,117915,14357,6124,5707,5703,0,9
198606142329,,1986,06,14,23,29,27,-19.095,169.796,34.3,5.8,11,10,Sun,VANUATU,VU,0.23054,4,NaN,NaN,0.0149,NaN,Regression::Youngs97_intraslab,0,0,4624,0,0,0,0,0,0,0,0,0,32451,2802,21227,65,65,0,0,0,6
198606170630,,1986,06,17,06,30,12,4.885,21.103,10,4.5,1,7,Tue,CENTRAL AFRICAN REPUBLIC,CF,0,4,NaN,NaN,,NaN,Regression::AB06_ENA_BC_nosite,0,94681,0,5276,0,0,0,0,0,0,102213,846353,102652,31482,3680,0,0,0,0,0,5
198606171813,,1986,06,17,18,13,17,5.662,125.255,70.6,6.5,8,2,Wed,PHILIPPINES,PH,0.039605,3,NaN,NaN,0.018,1.0063,Regression::Youngs97_intraslab,0,0,1249723,1306053,185454,482163,0,0,0,0,0,0,3314874,3507992,1349146,391977,52088,0,0,0,7
198606201712,,1986,06,20,17,12,45,31.182,86.762,8,6.0,8,1,Sat,CHINA,CN,0,5,NaN,NaN,0.0059,1.0425,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,19298,15584,500,7,0,0,0,6
198606240253,,1986,06,24,02,53,08,34.795,140.722,25,6.6,9,11,Tue,JAPAN,JP,0.51365,2,NaN,NaN,0.0002,1.0096,Regression::Youngs97_intraslab,0,0,2700499,15827572,26021020,710601,42818,0,0,0,0,0,468266,1314454,369863,162596,2122,0,0,0,7
198606261820,,1986,06,26,18,20,04,31.127,106.997,33,4.6,8,2,Fri,CHINA,CN,0,5,NaN,NaN,0.0059,NaN,Regression::AB06_ENA_BC_nosite,0,1376167,105284,0,0,0,0,0,0,0,0,22589553,2934596,0,0,0,0,0,0,0,3
198607031537,,1986,07,03,15,37,36,-26.294,27.197,5,4.7,2,17,Thu,SOUTH AFRICA,ZA,0,3,NaN,NaN,0.0042,NaN,Regression::AB06_ENA_BC_nosite,0,8707720,328984,169981,3173,0,0,0,0,0,0,1273403,114221,32875,8542,0,0,0,0,0,5
198607061924,,1986,07,06,19,24,25,34.412,80.176,15,5.9,8,3,Mon,CHINA,CN,0,5,NaN,NaN,0.0059,1.0373,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,35520,1154,335,45,3,0,0,7
198607080920,"North Palm Springs, California",1986,07,08,09,20,45,33.970,-116.779,11.7,6.0,-8,1,Tue,UNITED STATES,US,0,1,0,NaN,0.0091,0.84503,Regression::BJF97,0,0,0,10703095,6866998,252528,78649,0,0,0,0,0,0,481426,83361,9754,279,0,0,0,7
198607092310,,1986,07,09,23,10,56,1.941,126.494,40,6.7,9,8,Thu,INDONESIA,ID,0.60011,4,NaN,NaN,0.0141,NaN,Regression::Youngs97_intraslab,0,0,0,449509,32875,0,0,0,0,0,0,0,386231,1067577,307216,0,0,0,0,0,5
198607120754,,1986,07,12,07,54,27,29.911,51.557,5.4,5.7,3.5,10.5,Sat,IRAN; ISLAMIC REPUBLIC OF,IR,0,5,1,NaN,0.011,1.0277,Regression::BJF97,0,0,0,2172301,256855,61592,18773,236,0,0,0,0,87,1168274,178289,6089,2848,36,0,0,8
198607120819,,1986,07,12,08,19,37,40.537,-84.371,10,4.5,-5,3,Sat,UNITED STATES,US,0,2,NaN,NaN,0.0091,NaN,Regression::AB06_ENA_BC_nosite,0,2625906,150157,53585,16216,0,0,0,0,0,0,521925,91511,24853,4559,0,0,0,0,0,5
198607131347,,1986,07,13,13,47,09,33.051,-117.853,1.7,5.8,-8,5,Sun,UNITED STATES,US,0.42095,1,0,NaN,0.0091,NaN,Regression::BJF97,0,0,0,8775186,9457299,0,0,0,0,0,0,0,0,189177,70441,0,0,0,0,0,5
198607140634,,1986,07,14,06,34,44,-9.656,-72.433,33,4.9,-5,1,Mon,PERU,PE,0,4,NaN,NaN,0.0132,NaN,Regression::AB06_ENA_BC_nosite,0,0,0,0,0,0,0,0,0,0,0,22759,17182,960,0,0,0,0,0,0,4
198607141350,,1986,07,14,13,50,31,58.365,13.818,10,4.8,1,14,Mon,SWEDEN,SE,0,2,NaN,NaN,,NaN,Regression::AB06_ENA_BC_nosite,0,235356,119527,84597,44320,0,0,0,0,0,0,83512,100911,33284,14136,0,0,0,0,0,5
198607162203,,1986,07,16,22,03,09,31.046,78.027,15,5.4,5.5,3.5,Thu,INDIA,IN,0,5,NaN,NaN,0.0138,1.0186,Regression::BJF97,0,0,0,8023398,570216,0,0,0,0,0,0,0,0,13506962,834791,46328,7870,0,0,0,7
198607181507,,1986,07,18,15,07,52,-16.407,28.490,10.7,5.2,2,17,Fri,ZAMBIA,ZM,0,4,NaN,NaN,0.0211,NaN,Regression::AB06_ENA_BC_nosite,0,52946,991449,3882,0,0,0,0,0,0,0,579198,1071636,33492,23263,0,0,0,0,0,5
198607181722,,1986,07,18,17,22,39,10.743,-69.424,8.3,5.4,-4,13,Fri,VENEZUELA,VE,0,4,0,NaN,0.0138,1.0179,Regression::BJF97,0,0,11356,4687619,767329,0,0,0,0,0,0,0,651,983929,141456,19917,1204,0,0,0,7
198607201429,"Chalfant Valley, California (Foreshock)",1986,07,20,14,29,49,37.498,-118.451,15,5.8,-8,6,Sun,UNITED STATES,US,0,1,NaN,NaN,0.0091,0.94114,Regression::BJF97,0,0,0,1206064,0,8621,73,0,0,0,0,0,0,193035,10862,892,487,9,0,0,7
198607211442,"Chalfant, California",1986,07,21,14,42,28,37.495,-118.436,9.7,6.2,-8,6,Mon,UNITED STATES,US,0,1,NaN,NaN,0.0091,0.9183,Regression::BJF97,0,0,0,3448604,690203,1830,6864,0,0,0,0,0,0,457839,71995,1962,139,375,0,0,8
198607211451,"Chalfant Valley, California (Aftershock)",1986,07,21,14,51,10,37.496,-118.365,8.5,5.7,-8,6,Mon,UNITED STATES,US,0,1,NaN,NaN,0.0091,0.98099,Regression::BJF97,0,0,0,1186606,252,8371,70,0,0,0,0,0,0,182314,10440,356,134,270,0,0,8
198607212207,,1986,07,21,22,07,19,37.637,-118.487,6.3,5.4,-8,14,Mon,UNITED STATES,US,0,1,NaN,NaN,0.0091,1.019,Regression::BJF97,0,0,0,1150219,8694,0,0,0,0,0,0,0,0,193664,9927,406,15,0,0,0,6
198607301131,,1986,07,30,11,31,52,24.629,121.763,36.7,5.5,8,19,Wed,TAIWAN; PROVINCE OF CHINA,TW,0,2,NaN,NaN,0.0061,1.0014,Regression::Youngs97_intraslab,0,769630,3109460,4177574,7695696,191244,221673,0,0,0,0,7900,544445,72441,108879,13243,1157,0,0,0,7
198607310722,"Chalfant Valley, California (Aftershock)",1986,07,31,07,22,43,37.456,-118.401,15,5.5,-8,23,Wed,UNITED STATES,US,0,1,NaN,NaN,0.0091,0.95982,Regression::BJF97,0,0,0,1219448,0,8623,73,0,0,0,0,0,13,196629,9071,868,137,0,0,0,7
198608061955,,1986,08,06,19,55,14,29.280,100.754,10.8,5.3,8,3,Thu,CHINA,CN,0,5,2,NaN,0.0059,1.016,Regression::BJF97,0,0,0,101716,0,0,0,0,0,0,0,0,512133,2003646,33998,1268,181,0,0,0,7
198608110459,,1986,08,11,04,59,10,-26.922,26.568,5,4.9,2,6,Mon,SOUTH AFRICA,ZA,0,3,NaN,NaN,0.0042,NaN,Regression::AB06_ENA_BC_nosite,0,3864133,456476,77999,206056,0,0,0,0,0,0,423976,485473,52665,14861,0,0,0,0,0,5
198608141939,,1986,08,14,19,39,14,1.804,126.482,30.3,7.5,9,4,Fri,INDONESIA,ID,0.46364,4,NaN,NaN,0.0141,1.1862,Regression::Youngs97_interface,0,0,0,0,483048,0,0,0,0,0,0,0,3667,901407,833146,28677,0,0,0,0,6
198608142255,,1986,08,14,22,55,09,2.153,127.012,39.2,5.9,9,7,Fri,INDONESIA,ID,0.66783,4,NaN,NaN,0.0141,NaN,Regression::Youngs97_intraslab,0,0,38894,0,0,0,0,0,0,0,0,21,199926,489090,31104,0,0,0,0,0,5
198608152020,,1986,08,15,20,20,36,48.686,126.607,15,5.0,8,4,Sat,CHINA,CN,0,5,NaN,NaN,0.0059,NaN,Regression::AB06_ENA_BC_nosite,0,0,25147,0,0,0,0,0,0,0,0,0,958253,179991,63855,0,0,0,0,0,5
198608161719,,1986,08,16,17,19,25,1.906,126.478,40.2,6.4,9,2,Sun,INDONESIA,ID,0.56273,4,NaN,NaN,0.0141,NaN,Regression::Youngs97_intraslab,0,0,0,483084,0,0,0,0,0,0,0,214,667972,1057579,22947,0,0,0,0,0,5
198608171527,,1986,08,17,15,27,42,2.288,127.001,35.1,6.4,9,0,Mon,INDONESIA,ID,0.72345,4,NaN,NaN,0.0141,NaN,Regression::Youngs97_intraslab,0,0,444202,38898,0,0,0,0,0,0,0,2384,825697,630613,137977,131,0,0,0,0,6
198608171531,,1986,08,17,15,31,20,2.157,127.135,33.9,6.3,9,0,Mon,INDONESIA,ID,0.58274,4,NaN,NaN,0.0141,NaN,Regression::Youngs97_intraslab,0,0,483101,0,0,0,0,0,0,0,0,22318,866521,478185,164697,10551,0,0,0,0,6
198608180159,,1986,08,18,01,59,56,-20.481,-174.134,25.8,6.1,13,14,Mon,TONGA,TO,0.40634,4,NaN,NaN,0.0201,NaN,Regression::Youngs97_intraslab,0,0,0,42120,0,0,0,0,0,0,0,0,11536,17847,3622,339,158,0,0,0,7
198608180949,,1986,08,18,09,49,15,35.865,44.399,33,4.9,3,12,Mon,IRAQ,IQ,0,4,NaN,NaN,0.0266,NaN,Regression::AB06_ENA_BC_nosite,0,1353365,939809,0,0,0,0,0,0,0,0,527841,863876,8383,0,0,0,0,0,0,4
198608190027,,1986,08,19,00,27,38,8.370,126.537,40,5.5,8,8,Tue,PHILIPPINES,PH,0.14103,3,NaN,NaN,0.018,1.0012,Regression::Youngs97_intraslab,0,69777,1598558,360285,0,66492,0,0,0,0,0,949282,2984098,1246742,397564,41400,0,0,0,0,6
198608202123,,1986,08,20,21,23,52,34.541,91.575,4.3,6.4,8,5,Thu,CHINA,CN,0,5,NaN,NaN,0.0059,1.0741,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,134920,7399,969,411,151,35,0,8
198608260943,,1986,08,26,09,43,01,37.765,101.566,2.9,5.9,8,17,Tue,CHINA,CN,0,5,NaN,NaN,0.0059,1.0361,Regression::BJF97,0,0,0,397719,65211,0,0,0,0,0,0,0,0,3604189,2088695,18963,586,32,0,0,7
198609090030,,1986,09,09,00,30,49,45.180,114.759,10,4.5,8,8,Tue,CHINA,CN,0,5,NaN,NaN,0.0059,NaN,Regression::AB06_ENA_BC_nosite,0,0,0,0,0,0,0,0,0,0,0,46726,4561,1855,477,0,0,0,0,0,5
198609091558,,1986,09,09,15,58,24,0.938,127.724,29.8,5.6,9,0,Wed,INDONESIA,ID,0.063747,4,NaN,NaN,0.0141,1.0018,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,0,82784,124236,218317,161654,39293,0,0,0,7
198609102220,,1986,09,10,22,20,50,-8.747,157.609,12.1,5.6,11,9,Thu,SOLOMON ISLANDS,SB,0,4,NaN,NaN,0.0042,1.025,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,55595,62389,3554,2050,59,0,0,7
198609110018,,1986,09,11,00,18,25,-5.153,152.521,42.7,6.5,10,10,Thu,PAPUA NEW GUINEA,PG,0.34264,4,NaN,NaN,0.0221,1.0077,Regression::Youngs97_intraslab,0,0,31686,10,14028,28,0,0,0,0,0,0,93582,100901,129377,17119,1023,0,0,0,7
198609131724,"Kalamata, Greece",1986,09,13,17,24,34,37.064,22.182,15.9,5.9,2,19,Sat,GREECE,GR,0,3,21,1,0.0018,1.0044,Regression::BJF97,0,0,0,4312626,164206,27714,67898,4317,0,0,0,0,0,394241,178469,26736,2264,11,0,0,8
198609150706,,1986,09,15,07,06,32,-26.379,27.574,9.9,4.9,2,9,Mon,SOUTH AFRICA,ZA,0,3,NaN,NaN,0.0042,NaN,Regression::AB06_ENA_BC_nosite,0,2846739,4389007,1780717,247353,0,0,0,0,0,0,1103485,381989,33171,23179,0,0,0,0,0,5
198609151141,"Kalamata, Greece (Aftershock)",1986,09,15,11,41,34,37.048,22.213,43.8,4.8,2,13,Mon,GREECE,GR,0,3,0,NaN,0.0018,0.76007,Regression::Youngs97_intraslab,0,342577,425915,159071,40409,23794,35813,0,0,0,0,14939,168028,159238,33756,1344,0,0,0,0,7
198609231330,,1986,09,23,13,30,16,-16.623,167.379,19.8,5.9,11,0,Wed,VANUATU,VU,0.087506,4,NaN,NaN,0.0149,1.0359,Regression::BJF97,0,0,0,9982,0,0,0,0,0,0,0,0,0,90607,19130,2619,1957,12,0,0,7
198609252006,,1986,09,25,20,06,13,3.707,126.699,36.1,6.0,8,4,Fri,INDONESIA,ID,0.099984,4,NaN,NaN,0.0141,1.004,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,0,0,32137,64904,52817,45800,0,0,0,7
198610051853,,1986,10,05,18,53,22,-30.554,28.727,6.3,5.3,2,20,Sun,SOUTH AFRICA,ZA,0,3,NaN,NaN,0.0042,NaN,Regression::AB06_ENA_BC_nosite,0,495658,973972,46136,0,0,0,0,0,0,0,364384,4159868,234732,122028,0,0,0,0,0,5
198610062328,,1986,10,06,23,28,10,25.367,102.413,21.2,5.4,8,7,Tue,CHINA,CN,0,5,0,NaN,0.0059,1.0178,Regression::BJF97,0,0,84173,2835841,3116371,71737,0,0,0,0,0,0,631456,13170652,920495,134537,10158,0,0,0,7
198610071403,,1986,10,07,14,03,47,-16.652,167.362,21.5,5.6,11,1,Wed,VANUATU,VU,0.11464,4,NaN,NaN,0.0149,1.0191,Regression::BJF97,0,0,0,9988,0,0,0,0,0,0,0,0,0,97745,14199,2298,36,0,0,0,6
198610101749,"San Salvador, El Salvador",1986,10,10,17,49,26,13.796,-89.155,10.9,5.7,-6,11,Fri,EL SALVADOR,SV,0,4,950,1,0.0172,1,Regression::BJF97,0,0,0,1815047,878829,304568,1341712,29937,0,0,0,0,0,3082744,895882,137122,7510,0,0,0,8
198610110900,,1986,10,11,09,00,13,37.942,28.556,13.2,5.6,2,11,Sat,TURKEY,TR,0,3,0,NaN,0.0106,1.0246,Regression::BJF97,0,0,0,3899817,910997,102329,0,0,0,0,0,0,0,2098554,463378,33127,14117,0,0,0,7
198610140617,,1986,10,14,06,17,02,-26.280,27.456,5,4.5,2,8,Tue,SOUTH AFRICA,ZA,0,3,NaN,NaN,0.0042,NaN,Regression::AB06_ENA_BC_nosite,7220,6740389,2172967,207902,143149,0,0,0,0,0,35012,1372999,75652,32242,9546,0,0,0,0,0,5
198610141653,,1986,10,14,16,53,11,-5.053,153.656,54.3,6.7,10,2,Wed,PAPUA NEW GUINEA,PG,0.72091,4,NaN,NaN,0.0221,NaN,Regression::Youngs97_intraslab,0,0,8651,14555,435,0,0,0,0,0,0,0,44891,208982,58152,10490,0,0,0,0,6
198610231548,,1986,10,23,15,48,45,-10.997,165.314,19.3,6.7,11,2,Fri,SOLOMON ISLANDS,SB,0.39282,4,NaN,NaN,0.0042,1.0581,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,8898,10984,10387,0,0,0,0,6
198610231623,,1986,10,23,16,23,48,-11.051,165.662,9.2,6.4,11,3,Fri,SOLOMON ISLANDS,SB,0.22789,4,NaN,NaN,0.0042,1.0553,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,7626,6972,9145,5288,0,0,0,7
198610231844,,1986,10,23,18,44,56,-11.087,165.291,23.8,5.8,11,5,Fri,SOLOMON ISLANDS,SB,0.46125,4,NaN,NaN,0.0042,NaN,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,0,4240,4369,12785,2111,0,0,0,0,6
198610240527,,1986,10,24,05,27,35,-10.951,165.124,25.3,6.0,11,16,Fri,SOLOMON ISLANDS,SB,0.5463,4,NaN,NaN,0.0042,NaN,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,0,0,3324,14104,677,0,0,0,0,6
198610240553,,1986,10,24,05,53,15,-10.884,165.378,8.3,6.2,11,16,Fri,SOLOMON ISLANDS,SB,0.28496,4,NaN,NaN,0.0042,NaN,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,7576,14881,4384,0,0,0,0,6
198610252007,,1986,10,25,20,07,25,51.554,16.070,21,4.9,1,21,Sat,POLAND,PL,0,3,NaN,NaN,,NaN,Regression::AB06_ENA_BC_nosite,0,330838,1805625,211959,75,0,0,0,0,0,0,333828,1427940,188147,103,0,0,0,0,0,5
198610252047,,1986,10,25,20,47,04,-17.676,168.170,42.5,6.1,11,7,Sun,VANUATU,VU,0.014328,4,NaN,NaN,0.0149,1.0045,Regression::Youngs97_intraslab,0,0,5347,0,0,0,4648,0,0,0,0,1503,64735,33157,6293,9476,23171,0,0,0,7
198610281504,,1986,10,28,15,04,23,-26.943,26.748,5,5.3,2,17,Tue,SOUTH AFRICA,ZA,0,3,NaN,NaN,0.0042,1.011,Regression::AB06_ENA_BC_nosite,0,1507286,7909593,95947,256447,27871,0,0,0,0,0,436180,1352577,88211,27105,137,0,0,0,0,6
198611041619,,1986,11,04,16,19,15,50.867,89.260,1.2,5.5,7,23,Tue,RUSSIAN FEDERATION,RU,0,3,NaN,NaN,-0.0037,1.0114,Regression::AB06_ENA_BC_nosite,0,0,0,0,0,0,0,0,0,0,0,0,68979,10157,1866,148,4,0,0,0,6
198611142120,"Taiwan",1986,11,14,21,20,05,23.976,121.723,25,7.3,8,5,Sat,TAIWAN; PROVINCE OF CHINA,TW,0.086726,2,15,NaN,0.0061,1.0969,Regression::Youngs97_interface,0,0,1266194,6367673,9642314,6931895,165053,149402,0,0,0,0,1052371,2379130,576222,138799,31773,10351,0,0,8
198611142304,,1986,11,14,23,04,38,23.945,121.801,32.6,6.3,8,7,Sat,TAIWAN; PROVINCE OF CHINA,TW,0.17046,2,NaN,NaN,0.0061,1.007,Regression::Youngs97_intraslab,0,148400,4608626,9873295,9242608,152385,226999,0,0,0,0,502275,2532029,584556,160728,19636,24249,0,0,0,7
198611150724,,1986,11,15,07,24,07,23.930,121.726,19.8,5.8,8,15,Sat,TAIWAN; PROVINCE OF CHINA,TW,0.11115,2,NaN,NaN,0.0061,1.0283,Regression::BJF97,0,0,0,19013378,301386,86929,122719,0,0,0,0,0,0,738898,33027,5885,10135,0,0,0,7
198611201314,,1986,11,20,13,14,21,-16.147,167.683,25,5.6,11,0,Fri,VANUATU,VU,0.11572,4,NaN,NaN,0.0149,1.0018,Regression::Youngs97_intraslab,0,0,4653,5352,0,0,0,0,0,0,0,0,36673,38394,22473,13276,5215,0,0,0,7
198611220041,,1986,11,22,00,41,43,34.517,139.562,2.1,5.9,9,9,Sat,JAPAN,JP,0.19791,2,NaN,NaN,0.0002,NaN,Regression::BJF97,0,0,0,36483345,1722511,0,0,0,0,0,0,0,0,822716,111221,3204,0,0,0,0,6
198611251359,,1986,11,25,13,59,43,44.116,16.400,25,5.5,1,14,Tue,BOSNIA AND HERZEGOVINA,BA,0,3,0,NaN,0.0135,1.0018,Regression::Youngs97_intraslab,0,52,557195,581181,222669,0,0,0,0,0,0,18,757004,823643,343641,85014,31851,0,0,0,7
198611300519,,1986,11,30,05,19,51,-5.560,-35.823,15,5.1,-3,2,Sun,BRAZIL,BR,0,4,NaN,NaN,0.0104,NaN,Regression::AB06_ENA_BC_nosite,0,1578429,1282141,33264,9627,0,0,0,0,0,0,666254,937355,101750,35433,0,0,0,0,0,5
198612071417,,1986,12,07,14,17,09,43.278,26.003,4.8,5.6,2,16,Sun,BULGARIA,BG,0,3,3,1,-0.0086,1.0237,Regression::BJF97,0,0,0,4622320,356100,7,0,0,0,0,0,0,0,3386964,487709,53097,9500,4,0,0,7
198612140319,,1986,12,14,03,19,16,47.311,83.312,33,5.0,6,9,Sun,KAZAKHSTAN,KZ,0,4,NaN,NaN,0.0033,NaN,Regression::AB06_ENA_BC_nosite,0,0,0,0,0,0,0,0,0,0,0,0,364245,4262,0,0,0,0,0,0,4
198612190341,,1986,12,19,03,41,55,-10.057,119.019,23,6.4,8,11,Fri,INDONESIA,ID,0.34535,4,NaN,NaN,0.0141,1.008,Regression::Youngs97_intraslab,0,0,305769,44288,0,0,0,0,0,0,0,5701,2443152,1135840,139260,186629,37118,0,0,0,7
198612202347,,1986,12,20,23,47,08,29.901,51.577,10.7,5.4,3.5,2.5,Sun,IRAN; ISLAMIC REPUBLIC OF,IR,0,5,NaN,NaN,0.011,1.0186,Regression::BJF97,0,0,2371,2233636,236778,16192,14277,0,0,0,0,0,58380,1186820,106599,5932,615,0,0,0,7
